ShopName,ShopId,Location,Highschool,Engineering,Medicine,Sportsmagazines,GATE&JEE,UPSC,Management,DateofPurchase,Result
X,1023,Egmore,70,70,40,65,40,45,20,7/5/2017,"Educational,Engineering,Sports,UPSC,Medicine,Gate&JEE,Management"
Y,1024,Koyembedu,75,65,45,65,35,40,20,7/5/2017,"Educational,Engineering,Sports,UPSC,Medicine,Gate&JEE,Management"
Z,1025,K K Nagar,60,60,30,40,30,50,20,7/5/2017,"Educational,Engineering,Sports,UPSC,Medicine,Gate&JEE,Management"
A,1000,Adyar,50,50,100,45,30,60,20,8/1/2017,"Medicine,UPSC,Sports,Engineering,Educational,Gate&JEE,Management"
B,1001,Ashok Nagar,45,50,90,60,35,70,25,8/1/2017,"Medicine,UPSC,Sports,Engineering,Educational,Gate&JEE,Management"
C,1002,Ambattur,50,45,100,65,40,80,20,8/1/2017,"Medicine,UPSC,Sports,Engineering,Educational,Gate&JEE,Management"
D,1003,Anna Nagar,45,50,90,40,35,60,25,8/1/2017,"Medicine,UPSC,Sports,Engineering,Educational,Gate&JEE,Management"
E,1004,Chrompet,50,45,100,50,40,90,20,8/1/2017,"Medicine,UPSC,Sports,Engineering,Educational,Gate&JEE,Management"
F,1005,Kolathur,45,50,110,40,40,80,25,8/2/2017,"Medicine,UPSC,Sports,Engineering,Educational,Gate&JEE,Management"
G,1006,Mylapore,50,45,90,55,35,100,20,8/2/2017,"Medicine,UPSC,Sports,Engineering,Educational,Gate&JEE,Management"
H,1007,Nungabakkam,45,50,100,60,30,80,30,8/2/2017,"Medicine,UPSC,Sports,Engineering,Educational,Gate&JEE,Management"
I,1008,Perambur,50,50,80,50,30,100,25,8/2/2017,"Medicine,UPSC,Sports,Engineering,Educational,Gate&JEE,Management"
J,1009,T Nagar,45,50,90,50,45,90,20,8/2/2017,"Medicine,UPSC,Sports,Engineering,Educational,Gate&JEE,Management"
K,1010,Tambaram,50,55,80,55,30,100,30,8/3/2017,"Medicine,UPSC,Sports,Engineering,Educational,Gate&JEE,Management"
L,1011,Vadapalani,45,50,100,45,30,80,25,8/3/2017,"Medicine,UPSC,Sports,Engineering,Educational,Gate&JEE,Management"
M,1012,Thiruvanmiyur,40,50,90,40,40,90,20,8/3/2017,"Medicine,UPSC,Sports,Engineering,Educational,Gate&JEE,Management"
N,1013,Velachery,50,45,80,45,30,100,20,8/3/2017,"Medicine,UPSC,Sports,Engineering,Educational,Gate&JEE,Management"
O,1014,Porur,40,50,100,40,35,90,25,8/3/2017,"Medicine,UPSC,Sports,Engineering,Educational,Gate&JEE,Management"
P,1015,Guindy,50,50,80,45,30,80,20,8/4/2017,"Medicine,UPSC,Sports,Engineering,Educational,Gate&JEE,Management"
Q,1016,Pallavaram,40,50,90,45,45,100,25,8/4/2017,"Medicine,UPSC,Sports,Engineering,Educational,Gate&JEE,Management"
R,1017,Avadi,50,50,100,60,40,80,30,8/4/2017,"Medicine,UPSC,Sports,Engineering,Educational,Gate&JEE,Management"
S,1018,Perungudi,40,50,80,60,40,100,25,8/4/2017,"Medicine,UPSC,Sports,Engineering,Educational,Gate&JEE,Management"
T,1019,Saidapet,50,50,90,40,30,90,20,8/4/2017,"Medicine,UPSC,Sports,Engineering,Educational,Gate&JEE,Management"
U,1020,Mogappair,45,50,100,45,40,80,20,8/5/2017,"Medicine,UPSC,Sports,Engineering,Educational,Gate&JEE,Management"
V,1021,Retteri,40,45,110,50,45,75,20,8/5/2017,"Medicine,UPSC,Sports,Engineering,Educational,Gate&JEE,Management"
W,1022,Moolakadai,45,45,100,40,30,85,25,8/5/2017,"Medicine,UPSC,Sports,Engineering,Educational,Gate&JEE,Management"
X,1023,Egmore,40,40,90,45,45,90,20,8/5/2017,"Medicine,UPSC,Sports,Engineering,Educational,Gate&JEE,Management"
Y,1024,Koyembedu,50,50,80,50,40,80,20,8/5/2017,"Medicine,UPSC,Sports,Engineering,Educational,Gate&JEE,Management"
Z,1025,K K Nagar,50,45,90,40,30,70,20,8/5/2017,"Medicine,UPSC,Sports,Engineering,Educational,Gate&JEE,Management"
A,1000,Adyar,40,40,70,60,30,45,20,9/1/2017,"Medicine,Sports,Educational,UPSC,Engineering,Gate&JEE,Management"
B,1001,Ashok Nagar,50,45,80,70,25,55,25,9/1/2017,"Medicine,Sports,Educational,UPSC,Engineering,Gate&JEE,Management"
C,1002,Ambattur,40,40,70,60,40,60,20,9/1/2017,"Medicine,Sports,Educational,UPSC,Engineering,Gate&JEE,Management"
D,1003,Anna Nagar,50,45,80,70,35,45,25,9/1/2017,"Medicine,Sports,Educational,UPSC,Engineering,Gate&JEE,Management"
E,1004,Chrompet,45,50,70,60,40,50,20,9/1/2017,"Medicine,Sports,Educational,UPSC,Engineering,Gate&JEE,Management"
F,1005,Kolathur,50,50,80,70,25,60,20,9/2/2017,"Medicine,Sports,Educational,UPSC,Engineering,Gate&JEE,Management"
G,1006,Mylapore,55,50,70,75,30,50,20,9/2/2017,"Medicine,Sports,Educational,UPSC,Engineering,Gate&JEE,Management"
H,1007,Nungabakkam,40,40,75,80,25,50,20,9/2/2017,"Medicine,Sports,Educational,UPSC,Engineering,Gate&JEE,Management"
I,1008,Perambur,55,40,65,60,45,55,20,9/2/2017,"Medicine,Sports,Educational,UPSC,Engineering,Gate&JEE,Management"
J,1009,T Nagar,40,50,70,65,40,45,20,9/2/2017,"Medicine,Sports,Educational,UPSC,Engineering,Gate&JEE,Management"
K,1010,Tambaram,50,45,70,70,40,40,20,9/3/2017,"Medicine,Sports,Educational,UPSC,Engineering,Gate&JEE,Management"
L,1011,Vadapalani,40,45,65,75,40,50,20,9/3/2017,"Medicine,Sports,Educational,UPSC,Engineering,Gate&JEE,Management"
M,1012,Thiruvanmiyur,50,50,70,80,30,40,25,9/3/2017,"Medicine,Sports,Educational,UPSC,Engineering,Gate&JEE,Management"
N,1013,Velachery,55,45,60,75,25,50,20,9/3/2017,"Medicine,Sports,Educational,UPSC,Engineering,Gate&JEE,Management"
O,1014,Porur,55,50,65,70,30,40,20,9/3/2017,"Medicine,Sports,Educational,UPSC,Engineering,Gate&JEE,Management"
P,1015,Guindy,40,40,70,80,25,60,20,9/4/2017,"Medicine,Sports,Educational,UPSC,Engineering,Gate&JEE,Management"
Q,1016,Pallavaram,45,50,65,75,30,40,25,9/4/2017,"Medicine,Sports,Educational,UPSC,Engineering,Gate&JEE,Management"
R,1017,Avadi,45,40,70,70,25,55,25,9/4/2017,"Medicine,Sports,Educational,UPSC,Engineering,Gate&JEE,Management"
S,1018,Perungudi,45,45,65,80,30,45,20,9/4/2017,"Medicine,Sports,Educational,UPSC,Engineering,Gate&JEE,Management"
T,1019,Saidapet,40,50,70,60,25,50,20,9/4/2017,"Medicine,Sports,Educational,UPSC,Engineering,Gate&JEE,Management"
U,1020,Mogappair,50,40,60,75,30,45,20,9/5/2017,"Medicine,Sports,Educational,UPSC,Engineering,Gate&JEE,Management"
V,1021,Retteri,40,50,70,80,25,40,20,9/5/2017,"Medicine,Sports,Educational,UPSC,Engineering,Gate&JEE,Management"
W,1022,Moolakadai,50,40,65,60,35,40,20,9/5/2017,"Medicine,Sports,Educational,UPSC,Engineering,Gate&JEE,Management"
X,1023,Egmore,40,40,70,80,30,45,20,9/5/2017,"Medicine,Sports,Educational,UPSC,Engineering,Gate&JEE,Management"
Y,1024,Koyembedu,50,40,75,80,25,40,25,9/5/2017,"Medicine,Sports,Educational,UPSC,Engineering,Gate&JEE,Management"
Z,1025,K K Nagar,40,45,70,60,25,45,20,9/5/2017,"Medicine,Sports,Educational,UPSC,Engineering,Gate&JEE,Management"
A,1000,Adyar,45,40,40,80,25,30,20,10/1/2017,"Sports,Educational,Medicine,Engineering,UPSC,Gate&JEE,Management"
B,1001,Ashok Nagar,50,45,45,60,30,25,20,10/1/2017,"Sports,Educational,Medicine,Engineering,UPSC,Gate&JEE,Management"
C,1002,Ambattur,55,40,40,70,25,30,20,10/1/2017,"Sports,Educational,Medicine,Engineering,UPSC,Gate&JEE,Management"
D,1003,Anna Nagar,40,45,50,80,30,25,20,10/1/2017,"Sports,Educational,Medicine,Engineering,UPSC,Gate&JEE,Management"
E,1004,Chrompet,50,40,40,60,30,30,20,10/1/2017,"Sports,Educational,Medicine,Engineering,UPSC,Gate&JEE,Management"
F,1005,Kolathur,40,45,45,70,30,25,25,10/2/2017,"Sports,Educational,Medicine,Engineering,UPSC,Gate&JEE,Management"
G,1006,Mylapore,50,45,50,80,30,30,20,10/2/2017,"Sports,Educational,Medicine,Engineering,UPSC,Gate&JEE,Management"
H,1007,Nungabakkam,40,45,50,75,30,25,20,10/2/2017,"Sports,Educational,Medicine,Engineering,UPSC,Gate&JEE,Management"
I,1008,Perambur,50,40,40,80,30,30,20,10/2/2017,"Sports,Educational,Medicine,Engineering,UPSC,Gate&JEE,Management"
J,1009,T Nagar,40,45,50,75,30,25,20,10/3/2017,"Sports,Educational,Medicine,Engineering,UPSC,Gate&JEE,Management"
K,1010,Tambaram,50,45,45,80,25,30,20,10/3/2017,"Sports,Educational,Medicine,Engineering,UPSC,Gate&JEE,Management"
L,1011,Vadapalani,40,45,40,75,25,25,20,10/3/2017,"Sports,Educational,Medicine,Engineering,UPSC,Gate&JEE,Management"
M,1012,Thiruvanmiyur,50,40,40,80,20,25,20,10/3/2017,"Sports,Educational,Medicine,Engineering,UPSC,Gate&JEE,Management"
N,1013,Velachery,50,40,40,75,25,25,20,10/3/2017,"Sports,Educational,Medicine,Engineering,UPSC,Gate&JEE,Management"
O,1014,Porur,55,40,40,80,20,25,20,10/3/2017,"Sports,Educational,Medicine,Engineering,UPSC,Gate&JEE,Management"
P,1015,Guindy,50,45,40,60,25,25,20,10/4/2017,"Sports,Educational,Medicine,Engineering,UPSC,Gate&JEE,Management"
Q,1016,Pallavaram,50,40,45,70,20,20,25,10/4/2017,"Sports,Educational,Medicine,Engineering,UPSC,Gate&JEE,Management"
R,1017,Avadi,40,45,40,75,25,30,20,10/4/2017,"Sports,Educational,Medicine,Engineering,UPSC,Gate&JEE,Management"
S,1018,Perungudi,50,40,40,70,20,25,20,10/4/2017,"Sports,Educational,Medicine,Engineering,UPSC,Gate&JEE,Management"
T,1019,Saidapet,45,45,50,75,25,20,20,10/4/2017,"Sports,Educational,Medicine,Engineering,UPSC,Gate&JEE,Management"
U,1020,Mogappair,40,40,50,70,20,20,20,10/5/2017,"Sports,Educational,Medicine,Engineering,UPSC,Gate&JEE,Management"
V,1021,Retteri,45,40,45,75,25,20,20,10/5/2017,"Sports,Educational,Medicine,Engineering,UPSC,Gate&JEE,Management"
W,1022,Moolakadai,40,40,50,80,20,20,20,10/5/2017,"Sports,Educational,Medicine,Engineering,UPSC,Gate&JEE,Management"
X,1023,Egmore,45,40,40,75,25,25,20,10/5/2017,"Sports,Educational,Medicine,Engineering,UPSC,Gate&JEE,Management"
Y,1024,Koyembedu,40,40,50,70,30,25,25,10/5/2017,"Sports,Educational,Medicine,Engineering,UPSC,Gate&JEE,Management"
Z,1025,K K Nagar,40,40,40,60,25,20,20,10/5/2017,"Sports,Educational,Medicine,Engineering,UPSC,Gate&JEE,Management"
A,1000,Adyar,40,30,50,75,35,45,25,11/1/2017,"Sports,Medicine,UPSC,Gate&JEE,Educational,Engineering,Management"
B,1001,Ashok Nagar,50,40,55,70,45,40,30,11/1/2017,"Sports,Medicine,UPSC,Gate&JEE,Educational,Engineering,Management"
C,1002,Ambattur,40,30,50,75,40,45,25,11/1/2017,"Sports,Medicine,UPSC,Gate&JEE,Educational,Engineering,Management"
D,1003,Anna Nagar,40,40,50,70,45,40,35,11/1/2017,"Sports,Medicine,UPSC,Gate&JEE,Educational,Engineering,Management"
E,1004,Chrompet,30,30,55,75,35,45,25,11/1/2017,"Sports,Medicine,UPSC,Gate&JEE,Educational,Engineering,Management"
F,1005,Kolathur,50,40,50,70,40,40,30,11/2/2017,"Sports,Medicine,UPSC,Gate&JEE,Educational,Engineering,Management"
G,1006,Mylapore,40,30,55,75,50,50,25,11/2/2017,"Sports,Medicine,UPSC,Gate&JEE,Educational,Engineering,Management"
H,1007,Nungabakkam,40,40,60,70,45,45,30,11/2/2017,"Sports,Medicine,UPSC,Gate&JEE,Educational,Engineering,Management"
I,1008,Perambur,45,30,55,70,40,40,25,11/2/2017,"Sports,Medicine,UPSC,Gate&JEE,Educational,Engineering,Management"
J,1009,T Nagar,30,40,60,65,45,45,30,11/2/2017,"Sports,Medicine,UPSC,Gate&JEE,Educational,Engineering,Management"
K,1010,Tambaram,30,30,55,70,40,40,25,11/3/2017,"Sports,Medicine,UPSC,Gate&JEE,Educational,Engineering,Management"
L,1011,Vadapalani,30,40,60,65,35,45,30,11/3/2017,"Sports,Medicine,UPSC,Gate&JEE,Educational,Engineering,Management"
M,1012,Thiruvanmiyur,30,30,55,70,40,40,30,11/3/2017,"Sports,Medicine,UPSC,Gate&JEE,Educational,Engineering,Management"
N,1013,Velachery,30,40,50,65,45,50,30,11/3/2017,"Sports,Medicine,UPSC,Gate&JEE,Educational,Engineering,Management"
O,1014,Porur,30,30,60,75,30,40,25,11/3/2017,"Sports,Medicine,UPSC,Gate&JEE,Educational,Engineering,Management"
P,1015,Guindy,40,40,50,70,35,45,20,11/4/2017,"Sports,Medicine,UPSC,Gate&JEE,Educational,Engineering,Management"
Q,1016,Pallavaram,30,30,60,65,40,35,25,11/4/2017,"Sports,Medicine,UPSC,Gate&JEE,Educational,Engineering,Management"
R,1017,Avadi,30,30,50,60,50,40,25,11/4/2017,"Sports,Medicine,UPSC,Gate&JEE,Educational,Engineering,Management"
S,1018,Perungudi,30,30,60,75,35,35,20,11/4/2017,"Sports,Medicine,UPSC,Gate&JEE,Educational,Engineering,Management"
T,1019,Saidapet,30,30,55,70,45,45,25,11/4/2017,"Sports,Medicine,UPSC,Gate&JEE,Educational,Engineering,Management"
U,1020,Mogappair,30,30,60,65,50,35,30,11/5/2017,"Sports,Medicine,UPSC,Gate&JEE,Educational,Engineering,Management"
V,1021,Retteri,30,30,55,60,45,40,25,11/5/2017,"Sports,Medicine,UPSC,Gate&JEE,Educational,Engineering,Management"
W,1022,Moolakadai,30,30,60,75,50,50,30,11/5/2017,"Sports,Medicine,UPSC,Gate&JEE,Educational,Engineering,Management"
X,1023,Egmore,30,30,55,60,40,45,25,11/5/2017,"Sports,Medicine,UPSC,Gate&JEE,Educational,Engineering,Management"
Y,1024,Koyembedu,30,40,60,65,45,40,20,11/5/2017,"Sports,Medicine,UPSC,Gate&JEE,Educational,Engineering,Management"
Z,1025,K K Nagar,30,30,55,70,40,40,25,11/5/2017,"Sports,Medicine,UPSC,Gate&JEE,Educational,Engineering,Management"
A,1000,Adyar,30,100,100,50,100,80,100,12/1/2017,"Engineering,Medicine,Gate&JEE,Management,UPSC,Sports,Educational"
B,1001,Ashok Nagar,25,120,120,60,90,90,80,12/1/2017,"Engineering,Medicine,Gate&JEE,Management,UPSC,Sports,Educational"
C,1002,Ambattur,30,110,100,50,100,80,100,12/1/2017,"Engineering,Medicine,Gate&JEE,Management,UPSC,Sports,Educational"
D,1003,Anna Nagar,30,120,120,60,90,90,90,12/1/2017,"Engineering,Medicine,Gate&JEE,Management,UPSC,Sports,Educational"
E,1004,Chrompet,30,100,100,55,80,80,85,12/1/2017,"Engineering,Medicine,Gate&JEE,Management,UPSC,Sports,Educational"
F,1005,Kolathur,30,120,110,60,100,90,100,12/2/2017,"Engineering,Medicine,Gate&JEE,Management,UPSC,Sports,Educational"
G,1006,Mylapore,30,110,120,50,100,85,85,12/2/2017,"Engineering,Medicine,Gate&JEE,Management,UPSC,Sports,Educational"
H,1007,Nungabakkam,30,120,105,55,90,75,70,12/2/2017,"Engineering,Medicine,Gate&JEE,Management,UPSC,Sports,Educational"
I,1008,Perambur,30,130,115,50,100,85,85,12/2/2017,"Engineering,Medicine,Gate&JEE,Management,UPSC,Sports,Educational"
J,1009,T Nagar,30,120,105,50,90,75,90,12/2/2017,"Engineering,Medicine,Gate&JEE,Management,UPSC,Sports,Educational"
K,1010,Tambaram,25,130,115,50,100,85,100,12/3/2017,"Engineering,Medicine,Gate&JEE,Management,UPSC,Sports,Educational"
L,1011,Vadapalani,30,120,115,50,90,75,80,12/3/2017,"Engineering,Medicine,Gate&JEE,Management,UPSC,Sports,Educational"
M,1012,Thiruvanmiyur,30,125,110,65,100,80,85,12/3/2017,"Engineering,Medicine,Gate&JEE,Management,UPSC,Sports,Educational"
N,1013,Velachery,30,105,105,60,90,90,100,12/3/2017,"Engineering,Medicine,Gate&JEE,Management,UPSC,Sports,Educational"
O,1014,Porur,20,110,100,65,100,95,85,12/3/2017,"Engineering,Medicine,Gate&JEE,Management,UPSC,Sports,Educational"
P,1015,Guindy,35,120,100,50,90,80,100,12/4/2017,"Engineering,Medicine,Gate&JEE,Management,UPSC,Sports,Educational"
Q,1016,Pallavaram,35,130,120,45,100,75,85,12/4/2017,"Engineering,Medicine,Gate&JEE,Management,UPSC,Sports,Educational"
R,1017,Avadi,30,120,110,40,90,80,100,12/4/2017,"Engineering,Medicine,Gate&JEE,Management,UPSC,Sports,Educational"
S,1018,Perungudi,30,110,120,45,100,85,80,12/4/2017,"Engineering,Medicine,Gate&JEE,Management,UPSC,Sports,Educational"
T,1019,Saidapet,30,100,110,40,90,80,100,12/4/2017,"Engineering,Medicine,Gate&JEE,Management,UPSC,Sports,Educational"
U,1020,Mogappair,25,110,110,60,95,75,80,12/5/2017,"Engineering,Medicine,Gate&JEE,Management,UPSC,Sports,Educational"
V,1021,Retteri,35,110,100,45,95,85,60,12/5/2017,"Engineering,Medicine,Gate&JEE,Management,UPSC,Sports,Educational"
W,1022,Moolakadai,30,100,100,50,90,70,85,12/5/2017,"Engineering,Medicine,Gate&JEE,Management,UPSC,Sports,Educational"
X,1023,Egmore,25,120,110,60,100,85,80,12/5/2017,"Engineering,Medicine,Gate&JEE,Management,UPSC,Sports,Educational"
Y,1024,Koyembedu,30,120,110,60,110,70,80,12/5/2017,"Engineering,Medicine,Gate&JEE,Management,UPSC,Sports,Educational"
Z,1025,K K Nagar,25,100,95,40,95,75,80,12/5/2017,"Engineering,Medicine,Gate&JEE,Management,UPSC,Sports,Educational"
A,1000,Adyar,40,80,60,70,80,65,80,1/1/2018,"Gate&JEE,Management,Sports,Engineering,UPSC,Medicine,Educational"
B,1001,Ashok Nagar,40,70,65,65,100,60,70,1/1/2018,"Gate&JEE,Management,Sports,Engineering,UPSC,Medicine,Educational"
C,1002,Ambattur,45,70,60,70,80,65,80,1/1/2018,"Gate&JEE,Management,Sports,Engineering,UPSC,Medicine,Educational"
D,1003,Anna Nagar,40,70,65,65,100,60,70,1/1/2018,"Gate&JEE,Management,Sports,Engineering,UPSC,Medicine,Educational"
E,1004,Chrompet,45,70,60,70,80,65,80,1/1/2018,"Gate&JEE,Management,Sports,Engineering,UPSC,Medicine,Educational"
F,1005,Kolathur,40,60,65,65,95,60,70,1/2/2018,"Gate&JEE,Management,Sports,Engineering,UPSC,Medicine,Educational"
G,1006,Mylapore,45,65,60,70,95,65,85,1/2/2018,"Gate&JEE,Management,Sports,Engineering,UPSC,Medicine,Educational"
H,1007,Nungabakkam,40,70,65,65,100,60,80,1/2/2018,"Gate&JEE,Management,Sports,Engineering,UPSC,Medicine,Educational"
I,1008,Perambur,45,65,60,70,95,55,80,1/2/2018,"Gate&JEE,Management,Sports,Engineering,UPSC,Medicine,Educational"
J,1009,T Nagar,40,65,55,70,95,60,80,1/2/2018,"Gate&JEE,Management,Sports,Engineering,UPSC,Medicine,Educational"
K,1010,Tambaram,45,70,50,70,100,55,85,1/3/2018,"Gate&JEE,Management,Sports,Engineering,UPSC,Medicine,Educational"
L,1011,Vadapalani,50,65,50,70,100,65,75,1/3/2018,"Gate&JEE,Management,Sports,Engineering,UPSC,Medicine,Educational"
M,1012,Thiruvanmiyur,45,70,65,70,95,55,80,1/3/2018,"Gate&JEE,Management,Sports,Engineering,UPSC,Medicine,Educational"
N,1013,Velachery,40,65,50,70,80,65,75,1/3/2018,"Gate&JEE,Management,Sports,Engineering,UPSC,Medicine,Educational"
O,1014,Porur,45,70,50,70,100,65,70,1/3/2018,"Gate&JEE,Management,Sports,Engineering,UPSC,Medicine,Educational"
P,1015,Guindy,40,70,55,70,95,55,80,1/4/2018,"Gate&JEE,Management,Sports,Engineering,UPSC,Medicine,Educational"
Q,1016,Pallavaram,45,70,50,70,85,60,80,1/4/2018,"Gate&JEE,Management,Sports,Engineering,UPSC,Medicine,Educational"
R,1017,Avadi,50,70,50,70,70,50,60,1/4/2018,"Gate&JEE,Management,Sports,Engineering,UPSC,Medicine,Educational"
S,1018,Perungudi,40,65,50,70,75,55,75,1/4/2018,"Gate&JEE,Management,Sports,Engineering,UPSC,Medicine,Educational"
T,1019,Saidapet,45,70,50,65,70,60,80,1/4/2018,"Gate&JEE,Management,Sports,Engineering,UPSC,Medicine,Educational"
U,1020,Mogappair,50,65,55,70,85,55,75,1/5/2018,"Gate&JEE,Management,Sports,Engineering,UPSC,Medicine,Educational"
V,1021,Retteri,45,60,60,65,70,60,70,1/5/2018,"Gate&JEE,Management,Sports,Engineering,UPSC,Medicine,Educational"
W,1022,Moolakadai,40,60,50,70,75,55,80,1/5/2018,"Gate&JEE,Management,Sports,Engineering,UPSC,Medicine,Educational"
X,1023,Egmore,45,70,65,65,90,60,75,1/5/2018,"Gate&JEE,Management,Sports,Engineering,UPSC,Medicine,Educational"
Y,1024,Koyembedu,50,60,55,70,65,55,70,1/5/2018,"Gate&JEE,Management,Sports,Engineering,UPSC,Medicine,Educational"
Z,1025,K K Nagar,45,60,50,60,70,50,80,1/5/2018,"Gate&JEE,Management,Sports,Engineering,UPSC,Medicine,Educational"
A,1000,Adyar,35,50,30,60,45,45,50,2/1/2018,"Sports,Engineering,Gate&JEE,Management,UPSC,Educational,Medicine"
B,1001,Ashok Nagar,40,60,40,60,45,40,55,2/1/2018,"Sports,Engineering,Gate&JEE,Management,UPSC,Educational,Medicine"
C,1002,Ambattur,35,50,35,65,40,30,50,2/1/2018,"Sports,Engineering,Gate&JEE,Management,UPSC,Educational,Medicine"
D,1003,Anna Nagar,40,50,40,60,50,40,50,2/1/2018,"Sports,Engineering,Gate&JEE,Management,UPSC,Educational,Medicine"
E,1004,Chrompet,35,50,30,65,45,45,40,2/1/2018,"Sports,Engineering,Gate&JEE,Management,UPSC,Educational,Medicine"
F,1005,Kolathur,40,50,40,60,45,40,45,2/2/2018,"Sports,Engineering,Gate&JEE,Management,UPSC,Educational,Medicine"
G,1006,Mylapore,35,50,30,65,40,40,40,2/2/2018,"Sports,Engineering,Gate&JEE,Management,UPSC,Educational,Medicine"
H,1007,Nungabakkam,40,50,40,60,55,35,45,2/2/2018,"Sports,Engineering,Gate&JEE,Management,UPSC,Educational,Medicine"
I,1008,Perambur,35,50,30,65,40,30,50,2/2/2018,"Sports,Engineering,Gate&JEE,Management,UPSC,Educational,Medicine"
J,1009,T Nagar,40,50,40,60,55,35,45,2/2/2018,"Sports,Engineering,Gate&JEE,Management,UPSC,Educational,Medicine"
K,1010,Tambaram,35,50,30,65,40,35,40,2/3/2018,"Sports,Engineering,Gate&JEE,Management,UPSC,Educational,Medicine"
L,1011,Vadapalani,40,50,40,60,55,40,45,2/3/2018,"Sports,Engineering,Gate&JEE,Management,UPSC,Educational,Medicine"
M,1012,Thiruvanmiyur,35,50,35,65,40,35,40,2/3/2018,"Sports,Engineering,Gate&JEE,Management,UPSC,Educational,Medicine"
N,1013,Velachery,40,50,40,60,50,40,55,2/3/2018,"Sports,Engineering,Gate&JEE,Management,UPSC,Educational,Medicine"
O,1014,Porur,35,50,35,65,40,35,40,2/3/2018,"Sports,Engineering,Gate&JEE,Management,UPSC,Educational,Medicine"
P,1015,Guindy,40,50,40,60,50,30,45,2/4/2018,"Sports,Engineering,Gate&JEE,Management,UPSC,Educational,Medicine"
Q,1016,Pallavaram,30,50,30,65,40,35,40,2/4/2018,"Sports,Engineering,Gate&JEE,Management,UPSC,Educational,Medicine"
R,1017,Avadi,40,50,30,60,50,35,45,2/4/2018,"Sports,Engineering,Gate&JEE,Management,UPSC,Educational,Medicine"
S,1018,Perungudi,30,50,30,65,40,40,40,2/4/2018,"Sports,Engineering,Gate&JEE,Management,UPSC,Educational,Medicine"
T,1019,Saidapet,40,60,30,60,50,35,45,2/4/2018,"Sports,Engineering,Gate&JEE,Management,UPSC,Educational,Medicine"
U,1020,Mogappair,30,50,30,65,50,30,40,2/5/2018,"Sports,Engineering,Gate&JEE,Management,UPSC,Educational,Medicine"
V,1021,Retteri,40,55,30,60,50,35,45,2/5/2018,"Sports,Engineering,Gate&JEE,Management,UPSC,Educational,Medicine"
W,1022,Moolakadai,30,60,30,65,40,30,50,2/5/2018,"Sports,Engineering,Gate&JEE,Management,UPSC,Educational,Medicine"
X,1023,Egmore,40,55,35,60,40,35,40,2/5/2018,"Sports,Engineering,Gate&JEE,Management,UPSC,Educational,Medicine"
Y,1024,Koyembedu,30,50,30,65,40,40,45,2/5/2018,"Sports,Engineering,Gate&JEE,Management,UPSC,Educational,Medicine"
Z,1025,K K Nagar,30,50,30,60,50,35,40,2/5/2018,"Sports,Engineering,Gate&JEE,Management,UPSC,Educational,Medicine"
A,1000,Adyar,30,35,40,100,75,35,30,3/1/2018,"Sports,Gate&JEE,Medicine,Engineering,UPSC,Management,Educational"
B,1001,Ashok Nagar,25,40,45,110,80,45,35,3/1/2018,"Sports,Gate&JEE,Medicine,Engineering,UPSC,Management,Educational"
C,1002,Ambattur,20,35,40,100,75,35,30,3/1/2018,"Sports,Gate&JEE,Medicine,Engineering,UPSC,Management,Educational"
D,1003,Anna Nagar,25,40,45,110,80,45,30,3/1/2018,"Sports,Gate&JEE,Medicine,Engineering,UPSC,Management,Educational"
E,1004,Chrompet,30,35,40,110,75,35,30,3/1/2018,"Sports,Gate&JEE,Medicine,Engineering,UPSC,Management,Educational"
F,1005,Kolathur,25,40,40,110,80,45,30,3/2/2018,"Sports,Gate&JEE,Medicine,Engineering,UPSC,Management,Educational"
G,1006,Mylapore,25,40,40,120,80,35,35,3/2/2018,"Sports,Gate&JEE,Medicine,Engineering,UPSC,Management,Educational"
H,1007,Nungabakkam,25,40,40,100,80,45,30,3/2/2018,"Sports,Gate&JEE,Medicine,Engineering,UPSC,Management,Educational"
I,1008,Perambur,20,40,40,120,80,35,35,3/2/2018,"Sports,Gate&JEE,Medicine,Engineering,UPSC,Management,Educational"
J,1009,T Nagar,25,40,40,120,75,45,35,3/2/2018,"Sports,Gate&JEE,Medicine,Engineering,UPSC,Management,Educational"
K,1010,Tambaram,20,40,40,140,80,40,30,3/3/2018,"Sports,Gate&JEE,Medicine,Engineering,UPSC,Management,Educational"
L,1011,Vadapalani,25,40,40,120,80,35,35,3/3/2018,"Sports,Gate&JEE,Medicine,Engineering,UPSC,Management,Educational"
M,1012,Thiruvanmiyur,25,40,45,100,80,30,30,3/3/2018,"Sports,Gate&JEE,Medicine,Engineering,UPSC,Management,Educational"
N,1013,Velachery,30,40,40,100,80,40,30,3/3/2018,"Sports,Gate&JEE,Medicine,Engineering,UPSC,Management,Educational"
O,1014,Porur,25,40,40,120,80,35,35,3/3/2018,"Sports,Gate&JEE,Medicine,Engineering,UPSC,Management,Educational"
P,1015,Guindy,25,40,45,120,80,45,35,3/4/2018,"Sports,Gate&JEE,Medicine,Engineering,UPSC,Management,Educational"
Q,1016,Pallavaram,20,40,40,120,80,40,35,3/4/2018,"Sports,Gate&JEE,Medicine,Engineering,UPSC,Management,Educational"
R,1017,Avadi,25,40,35,140,80,35,30,3/4/2018,"Sports,Gate&JEE,Medicine,Engineering,UPSC,Management,Educational"
